,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
2303,252220030,SZEPIETOWO,1958,12,9.6,2.0,-11.9,-2.2,0.2,-14.8,27.5,8.6,14.0,,10.0,20,5,11,1958-12-01,Podlaskie
1642,252160230,WIELICHOWO,1958,12,9.7,3.9,-11.5,-2.2,1.2,-15.5,33.3,5.6,13.0,,0.0,0,9,7,1958-12-01,Wielkopolskie
1402,251200030,SKIERNIEWICE,1958,12,10.7,3.4,-7.4,-1.2,1.3,-10.4,25.9,8.0,14.0,,3.0,7,4,9,1958-12-01,Łódzkie
982,250190390,KRAKÓW-OBSERWATORIUM,1958,12,16.6,5.4,-10.7,-1.4,1.8,-18.7,23.8,4.5,30.0,,12.0,10,9,7,1958-12-01,Małopolskie
1822,252180080,KO£UDA WIELKA,1958,12,7.5,3.1,-6.5,-1.7,0.7,-14.5,33.6,9.5,9.0,,10.0,6,3,7,1958-12-01,Kujawsko-Pomorskie
2123,252210050,PU£TUSK,1958,12,10.4,2.9,-10.2,-2.1,0.6,,32.5,7.9,14.0,,6.0,16,5,10,1958-12-01,Mazowieckie
1462,251210120,PU£AWY,1958,12,13.2,3.6,-7.5,-1.0,1.4,-14.0,17.6,2.8,13.0,,1.0,10,9,8,1958-12-01,Lubelskie
1943,252200120,LEGIONOWO,1958,12,12.4,3.3,-7.2,-1.3,1.0,,29.2,9.4,14.0,,3.0,11,5,11,1958-12-01,Mazowieckie
2124,252210050,PU£TUSK,1959,1,8.6,1.1,-15.4,-4.4,-1.1,,35.5,12.0,10.0,,19.0,26,1,15,1959-01-01,Mazowieckie
2304,252220030,SZEPIETOWO,1959,1,7.2,0.1,-14.9,-4.8,-2.0,-21.8,30.5,5.3,9.0,,14.0,24,1,13,1959-01-01,Podlaskie
504,249220040,DYNÓW,1959,1,8.1,0.8,-11.4,-3.6,-1.0,,15.5,8.6,7.0,,25.0,19,2,8,1959-01-01,Podkarpackie
1343,251190050,PUCZNIEW,1959,1,11.1,1.5,-16.6,-4.5,-1.1,,14.9,5.0,9.0,,17.0,23,1,11,1959-01-01,Łódzkie
3488,254200080,LIDZBARK WARMIÑSKI,1959,1,7.9,0.9,-17.1,-3.9,-1.5,,57.0,13.9,24.0,,36.0,20,3,15,1959-01-01,Warmińsko-Mazurskie
2004,252200150,WARSZAWA-BIELANY,1959,1,10.5,1.3,-13.9,-3.1,-0.8,,23.7,6.7,9.0,,19.0,17,2,14,1959-01-01,Mazowieckie
983,250190390,KRAKÓW-OBSERWATORIUM,1959,1,9.0,2.3,-13.6,-4.1,-0.9,-20.9,45.6,16.6,9.0,,17.0,25,5,12,1959-01-01,Małopolskie
1463,251210120,PU£AWY,1959,1,6.4,0.7,-14.0,-3.5,-1.2,-17.8,24.2,8.5,9.0,,7.0,22,2,13,1959-01-01,Lubelskie
1823,252180080,KO£UDA WIELKA,1959,1,9.9,1.6,-12.2,-4.0,-1.0,-15.3,20.7,6.5,31.0,,6.0,15,2,13,1959-01-01,Kujawsko-Pomorskie
1403,251200030,SKIERNIEWICE,1959,1,10.3,1.1,-16.6,-4.1,-1.0,-21.2,17.2,7.4,9.0,,19.0,13,0,11,1959-01-01,Łódzkie
1944,252200120,LEGIONOWO,1959,1,10.7,1.2,-14.6,-3.6,-0.9,,15.7,6.7,9.0,,16.0,19,2,8,1959-01-01,Mazowieckie
1643,252160230,WIELICHOWO,1959,1,12.1,2.5,-17.9,-4.6,-0.5,-20.8,16.0,5.0,31.0,,4.0,9,1,11,1959-01-01,Wielkopolskie
1404,251200030,SKIERNIEWICE,1959,2,10.6,0.7,-14.2,-5.4,-2.1,-20.6,9.6,5.1,1.0,,21.0,20,4,4,1959-02-01,Łódzkie
2005,252200150,WARSZAWA-BIELANY,1959,2,8.9,1.1,-10.2,-3.9,-1.4,,8.2,4.6,25.0,,3.0,7,5,5,1959-02-01,Mazowieckie
1344,251190050,PUCZNIEW,1959,2,12.0,1.5,-17.2,-6.5,-2.3,,14.4,7.9,1.0,,15.0,23,6,3,1959-02-01,Łódzkie
2125,252210050,PU£TUSK,1959,2,8.8,1.5,-13.5,-4.9,-1.4,,13.4,5.5,1.0,,15.0,16,4,4,1959-02-01,Mazowieckie
984,250190390,KRAKÓW-OBSERWATORIUM,1959,2,12.7,1.4,-14.7,-5.6,-2.3,-18.9,11.4,3.1,1.0,,15.0,20,3,8,1959-02-01,Małopolskie
1824,252180080,KO£UDA WIELKA,1959,2,13.0,1.5,-14.4,-5.0,-1.5,-24.3,7.2,4.5,1.0,,18.0,18,4,2,1959-02-01,Kujawsko-Pomorskie
1644,252160230,WIELICHOWO,1959,2,14.2,1.8,-18.5,-6.4,-2.0,-22.4,7.2,4.6,1.0,,9.0,17,3,3,1959-02-01,Wielkopolskie
2305,252220030,SZEPIETOWO,1959,2,6.4,-0.1,-14.3,-5.5,-2.4,-18.0,7.4,3.5,1.0,,7.0,20,2,4,1959-02-01,Podlaskie
1945,252200120,LEGIONOWO,1959,2,9.3,1.1,-12.0,-4.2,-1.6,,7.5,3.3,25.0,,7.0,6,7,2,1959-02-01,Mazowieckie
505,249220040,DYNÓW,1959,2,9.8,0.3,-20.0,-6.9,-2.8,,27.5,22.0,25.0,,23.0,25,2,3,1959-02-01,Podkarpackie
3489,254200080,LIDZBARK WARMIÑSKI,1959,2,8.1,0.5,-12.8,-4.6,-1.8,,6.9,1.7,22.0,,10.0,21,7,3,1959-02-01,Warmińsko-Mazurskie
1464,251210120,PU£AWY,1959,2,8.0,0.8,-12.0,-4.7,-2.0,-15.6,8.8,4.7,25.0,,5.0,20,3,7,1959-02-01,Lubelskie
2126,252210050,PU£TUSK,1959,3,18.9,9.6,-4.6,-0.1,4.0,,13.8,5.6,24.0,,0.0,0,5,2,1959-03-01,Mazowieckie
1946,252200120,LEGIONOWO,1959,3,18.3,9.2,-5.5,0.1,4.2,,25.3,8.8,29.0,,0.0,0,7,2,1959-03-01,Mazowieckie
1825,252180080,KO£UDA WIELKA,1959,3,20.0,10.2,-4.9,0.2,4.9,-13.8,3.7,1.8,7.0,,0.0,0,6,0,1959-03-01,Kujawsko-Pomorskie
1405,251200030,SKIERNIEWICE,1959,3,18.8,9.3,-5.4,0.4,4.5,-10.9,21.7,7.6,28.0,,0.0,0,7,1,1959-03-01,Łódzkie
2306,252220030,SZEPIETOWO,1959,3,14.9,7.2,,,3.3,-9.9,13.1,5.0,8.0,,0.0,0,6,2,1959-03-01,Podlaskie
3490,254200080,LIDZBARK WARMIÑSKI,1959,3,18.6,8.6,-5.5,-0.8,3.7,,13.8,2.8,4.0,,0.0,0,9,2,1959-03-01,Warmińsko-Mazurskie
1645,252160230,WIELICHOWO,1959,3,19.6,10.9,-3.7,0.3,5.3,-5.4,13.3,5.5,7.0,,0.0,0,5,0,1959-03-01,Wielkopolskie
506,249220040,DYNÓW,1959,3,18.8,9.8,-5.0,-0.3,4.8,,18.7,13.8,8.0,,0.0,0,3,0,1959-03-01,Podkarpackie
2006,252200150,WARSZAWA-BIELANY,1959,3,18.4,9.4,-4.8,0.9,4.7,,23.3,11.1,29.0,,0.0,0,7,2,1959-03-01,Mazowieckie
1345,251190050,PUCZNIEW,1959,3,19.3,10.5,-6.5,-0.2,4.7,,19.4,7.1,28.0,,0.0,0,7,0,1959-03-01,Łódzkie
985,250190390,KRAKÓW-OBSERWATORIUM,1959,3,18.8,11.1,-3.6,1.0,5.6,-6.8,27.7,20.0,8.0,,0.0,0,7,0,1959-03-01,Małopolskie
1465,251210120,PU£AWY,1959,3,18.4,9.2,-5.6,0.3,4.3,-9.6,16.8,13.2,8.0,,0.0,0,7,2,1959-03-01,Lubelskie
1826,252180080,KO£UDA WIELKA,1959,4,22.6,14.9,-2.4,2.8,8.8,-6.9,21.7,12.0,19.0,,0.0,0,7,1,1959-04-01,Kujawsko-Pomorskie
507,249220040,DYNÓW,1959,4,20.5,13.8,-4.0,1.7,8.4,,56.5,17.3,19.0,,0.0,0,8,1,1959-04-01,Podkarpackie
1947,252200120,LEGIONOWO,1959,4,22.2,14.1,-2.4,3.0,8.4,,51.9,15.7,23.0,,6.0,1,11,3,1959-04-01,Mazowieckie
2007,252200150,WARSZAWA-BIELANY,1959,4,21.4,14.1,-1.8,3.9,8.9,,43.6,14.0,23.0,,4.0,1,8,3,1959-04-01,Mazowieckie
1406,251200030,SKIERNIEWICE,1959,4,21.4,14.0,-3.1,3.1,8.3,-12.0,18.6,7.1,23.0,,0.0,0,7,3,1959-04-01,Łódzkie
2127,252210050,PU£TUSK,1959,4,22.0,14.4,-1.9,3.0,8.3,,30.7,9.7,5.0,,2.0,2,9,2,1959-04-01,Mazowieckie
986,250190390,KRAKÓW-OBSERWATORIUM,1959,4,21.8,14.8,-2.6,2.8,9.1,-7.3,51.5,16.7,11.0,,0.0,0,12,2,1959-04-01,Małopolskie
3491,254200080,LIDZBARK WARMIÑSKI,1959,4,22.5,13.4,-3.7,2.4,8.1,,35.9,13.6,5.0,,0.0,0,7,2,1959-04-01,Warmińsko-Mazurskie
1346,251190050,PUCZNIEW,1959,4,22.2,14.6,-3.8,2.3,8.3,,28.0,7.0,23.0,,2.0,1,7,2,1959-04-01,Łódzkie
1646,252160230,WIELICHOWO,1959,4,22.8,15.5,-3.6,2.2,8.9,-7.6,27.0,9.2,18.0,,0.0,0,11,0,1959-04-01,Wielkopolskie
2307,252220030,SZEPIETOWO,1959,4,20.9,12.0,-2.4,2.4,7.4,-5.7,48.8,12.5,23.0,,4.0,1,9,2,1959-04-01,Podlaskie
1466,251210120,PU£AWY,1959,4,22.4,13.8,-2.3,3.1,8.6,-6.9,51.6,31.1,11.0,,2.0,1,9,2,1959-04-01,Lubelskie
2128,252210050,PU£TUSK,1959,5,26.5,19.4,1.6,6.6,13.1,-3.6,27.1,15.1,20.0,,0.0,0,4,0,1959-05-01,Mazowieckie
1467,251210120,PU£AWY,1959,5,24.7,18.8,2.0,7.3,13.2,-2.2,25.7,13.4,20.0,,0.0,0,9,0,1959-05-01,Lubelskie
1827,252180080,KO£UDA WIELKA,1959,5,24.7,20.1,0.6,5.5,13.1,-5.7,12.7,5.5,3.0,,0.0,0,6,0,1959-05-01,Kujawsko-Pomorskie
3492,254200080,LIDZBARK WARMIÑSKI,1959,5,23.3,17.8,-1.0,4.4,11.2,,22.6,9.9,3.0,,0.0,0,6,0,1959-05-01,Warmińsko-Mazurskie
2008,252200150,WARSZAWA-BIELANY,1959,5,25.4,19.1,3.5,7.9,13.6,,17.2,9.1,20.0,,0.0,0,7,0,1959-05-01,Mazowieckie
1647,252160230,WIELICHOWO,1959,5,24.1,19.8,-0.6,6.0,13.5,-4.5,25.8,14.6,2.0,,0.0,0,9,0,1959-05-01,Wielkopolskie
1407,251200030,SKIERNIEWICE,1959,5,24.3,19.0,1.1,6.5,13.1,-3.8,30.8,22.6,20.0,,0.0,0,8,0,1959-05-01,Łódzkie
2308,252220030,SZEPIETOWO,1959,5,24.5,16.8,0.7,6.0,12.2,-2.2,40.1,27.4,20.0,,0.0,0,6,0,1959-05-01,Podlaskie
508,249220040,DYNÓW,1959,5,24.3,18.5,-0.8,5.9,13.3,,18.9,13.5,19.0,,0.0,0,7,0,1959-05-01,Podkarpackie
1347,251190050,PUCZNIEW,1959,5,23.9,18.9,-1.0,4.5,12.3,,17.8,5.1,19.0,,0.0,0,8,0,1959-05-01,Łódzkie
987,250190390,KRAKÓW-OBSERWATORIUM,1959,5,23.6,19.0,2.8,8.1,13.7,-2.1,46.3,22.5,31.0,,0.0,0,11,0,1959-05-01,Małopolskie
1948,252200120,LEGIONOWO,1959,5,25.1,18.7,3.0,7.0,13.3,,36.6,17.3,19.0,,0.0,0,7,0,1959-05-01,Mazowieckie
1348,251190050,PUCZNIEW,1959,6,29.0,22.2,3.1,9.2,16.2,,49.7,8.7,2.0,,0.0,0,15,0,1959-06-01,Łódzkie
1828,252180080,KO£UDA WIELKA,1959,6,31.8,23.5,4.6,9.7,17.0,-4.4,32.0,13.0,29.0,,0.0,0,9,0,1959-06-01,Kujawsko-Pomorskie
1648,252160230,WIELICHOWO,1959,6,29.1,22.7,4.2,9.4,16.7,-1.9,32.9,14.7,10.0,,0.0,0,8,0,1959-06-01,Wielkopolskie
2309,252220030,SZEPIETOWO,1959,6,28.0,21.6,4.0,10.3,16.7,-1.9,39.5,11.0,3.0,,0.0,0,8,0,1959-06-01,Podlaskie
509,249220040,DYNÓW,1959,6,26.3,21.1,3.6,9.1,15.8,,101.0,29.5,1.0,,0.0,0,16,0,1959-06-01,Podkarpackie
988,250190390,KRAKÓW-OBSERWATORIUM,1959,6,27.8,21.4,6.8,11.2,16.3,3.4,131.3,29.1,30.0,,0.0,0,14,0,1959-06-01,Małopolskie
3493,254200080,LIDZBARK WARMIÑSKI,1959,6,29.4,21.7,3.7,9.6,15.5,,56.5,14.6,12.0,,0.0,0,13,0,1959-06-01,Warmińsko-Mazurskie
2009,252200150,WARSZAWA-BIELANY,1959,6,30.7,23.1,7.3,12.0,17.5,,113.1,34.9,10.0,,0.0,0,12,0,1959-06-01,Mazowieckie
1408,251200030,SKIERNIEWICE,1959,6,28.9,22.2,4.4,10.5,16.7,-2.1,51.2,11.1,12.0,,0.0,0,15,0,1959-06-01,Łódzkie
1468,251210120,PU£AWY,1959,6,28.2,22.4,5.5,11.0,16.9,2.0,131.9,32.6,30.0,,0.0,0,18,0,1959-06-01,Lubelskie
2129,252210050,PU£TUSK,1959,6,29.8,23.4,5.2,10.8,17.1,-0.2,113.0,37.2,10.0,,0.0,0,13,0,1959-06-01,Mazowieckie
1949,252200120,LEGIONOWO,1959,6,32.1,23.0,6.1,11.2,17.1,,103.8,33.6,10.0,,0.0,0,16,0,1959-06-01,Mazowieckie
2130,252210050,PU£TUSK,1959,7,35.8,26.6,11.6,15.6,21.0,7.9,121.5,63.5,23.0,,0.0,0,14,0,1959-07-01,Mazowieckie
989,250190390,KRAKÓW-OBSERWATORIUM,1959,7,33.6,25.7,11.1,15.6,20.5,7.2,142.6,45.6,30.0,,0.0,0,18,0,1959-07-01,Małopolskie
1649,252160230,WIELICHOWO,1959,7,36.3,25.5,8.5,14.2,20.4,4.2,101.1,48.2,21.0,,0.0,0,16,0,1959-07-01,Wielkopolskie
1829,252180080,KO£UDA WIELKA,1959,7,38.2,27.2,10.1,15.3,21.5,0.6,121.8,41.8,30.0,,0.0,0,13,0,1959-07-01,Kujawsko-Pomorskie
1950,252200120,LEGIONOWO,1959,7,35.9,26.5,11.4,16.1,21.4,,79.3,30.1,23.0,,0.0,0,15,0,1959-07-01,Mazowieckie
3494,254200080,LIDZBARK WARMIÑSKI,1959,7,,,9.0,14.0,20.5,,93.4,27.2,31.0,,0.0,0,11,0,1959-07-01,Warmińsko-Mazurskie
2010,252200150,WARSZAWA-BIELANY,1959,7,35.9,26.7,11.7,16.9,21.6,,57.3,8.9,30.0,,0.0,0,16,0,1959-07-01,Mazowieckie
510,249220040,DYNÓW,1959,7,32.4,25.6,9.0,13.4,20.4,,91.5,31.5,31.0,,0.0,0,14,0,1959-07-01,Podkarpackie
2310,252220030,SZEPIETOWO,1959,7,34.9,25.3,10.1,15.2,20.8,6.5,71.0,32.9,26.0,,0.0,0,9,0,1959-07-01,Podlaskie
1469,251210120,PU£AWY,1959,7,34.8,26.2,11.0,15.6,21.3,6.7,49.2,11.2,30.0,,0.0,0,11,0,1959-07-01,Lubelskie
1349,251190050,PUCZNIEW,1959,7,34.4,25.8,9.0,14.4,20.2,,84.6,21.4,14.0,,0.0,0,12,0,1959-07-01,Łódzkie
1409,251200030,SKIERNIEWICE,1959,7,35.3,26.3,10.1,15.4,20.9,5.2,114.9,41.8,19.0,,0.0,0,15,0,1959-07-01,Łódzkie
2131,252210050,PU£TUSK,1959,8,31.0,24.5,6.8,13.5,18.5,2.1,14.7,9.5,1.0,,0.0,0,5,0,1959-08-01,Mazowieckie
2311,252220030,SZEPIETOWO,1959,8,29.9,22.6,5.0,12.9,18.0,0.0,62.4,39.2,4.0,,0.0,0,8,0,1959-08-01,Podlaskie
1830,252180080,KO£UDA WIELKA,1959,8,32.4,24.7,6.6,13.0,18.8,-6.4,19.9,5.2,1.0,,0.0,0,9,0,1959-08-01,Kujawsko-Pomorskie
1951,252200120,LEGIONOWO,1959,8,30.8,24.2,6.6,13.7,19.0,,35.3,11.1,1.0,,0.0,0,8,0,1959-08-01,Mazowieckie
1350,251190050,PUCZNIEW,1959,8,30.2,24.0,4.8,12.1,17.9,,29.9,14.3,16.0,,0.0,0,6,0,1959-08-01,Łódzkie
990,250190390,KRAKÓW-OBSERWATORIUM,1959,8,29.4,23.9,9.0,14.0,18.4,4.3,62.9,48.3,16.0,,0.0,0,5,0,1959-08-01,Małopolskie
511,249220040,DYNÓW,1959,8,28.4,22.4,4.0,10.8,17.3,,48.7,22.1,3.0,,0.0,0,11,0,1959-08-01,Podkarpackie
3495,254200080,LIDZBARK WARMIÑSKI,1959,8,,,5.6,12.5,18.0,,30.8,8.1,26.0,,0.0,0,10,0,1959-08-01,Warmińsko-Mazurskie
1650,252160230,WIELICHOWO,1959,8,29.7,24.2,2.1,12.2,18.1,-2.4,58.9,26.5,1.0,,0.0,0,7,0,1959-08-01,Wielkopolskie
1470,251210120,PU£AWY,1959,8,29.8,23.5,7.2,13.4,18.5,2.0,46.4,22.3,13.0,,0.0,0,11,0,1959-08-01,Lubelskie
1410,251200030,SKIERNIEWICE,1959,8,30.2,23.9,7.2,13.5,18.5,,22.2,13.4,17.0,,0.0,0,5,0,1959-08-01,Łódzkie
2011,252200150,WARSZAWA-BIELANY,1959,8,31.1,24.3,6.7,14.3,19.2,,43.5,29.1,16.0,,0.0,0,7,0,1959-08-01,Mazowieckie
991,250190390,KRAKÓW-OBSERWATORIUM,1959,9,26.3,18.2,-0.7,7.1,12.1,-3.1,10.9,4.3,3.0,,0.0,0,6,0,1959-09-01,Małopolskie
1351,251190050,PUCZNIEW,1959,9,26.5,18.7,-2.3,4.6,11.4,,1.5,0.7,16.0,,0.0,0,5,0,1959-09-01,Łódzkie
1831,252180080,KO£UDA WIELKA,1959,9,23.5,19.4,2.1,7.0,12.5,-12.9,8.3,3.5,24.0,,0.0,0,5,0,1959-09-01,Kujawsko-Pomorskie
512,249220040,DYNÓW,1959,9,24.4,16.8,-2.8,4.3,11.3,,15.1,4.6,22.0,,0.0,0,7,0,1959-09-01,Podkarpackie
3496,254200080,LIDZBARK WARMIÑSKI,1959,9,21.2,16.7,0.4,5.9,11.4,,34.9,8.6,23.0,,0.0,0,8,0,1959-09-01,Warmińsko-Mazurskie
1411,251200030,SKIERNIEWICE,1959,9,26.3,18.2,0.3,6.7,12.4,-5.5,6.5,2.4,3.0,,0.0,0,6,0,1959-09-01,Łódzkie
2132,252210050,PU£TUSK,1959,9,21.8,17.8,-0.2,6.5,11.3,-4.6,12.1,3.1,16.0,,0.0,0,8,0,1959-09-01,Mazowieckie
1471,251210120,PU£AWY,1959,9,24.6,17.6,-0.8,6.4,11.7,-4.5,6.7,4.7,1.0,,0.0,0,4,0,1959-09-01,Lubelskie
2312,252220030,SZEPIETOWO,1959,9,20.8,15.4,0.5,6.2,10.6,-2.1,22.9,6.9,1.0,,0.0,0,11,0,1959-09-01,Podlaskie
2012,252200150,WARSZAWA-BIELANY,1959,9,24.1,18.3,2.0,7.9,12.3,,12.8,4.4,1.0,,0.0,0,8,0,1959-09-01,Mazowieckie
1651,252160230,WIELICHOWO,1959,9,24.8,19.9,-4.6,3.4,11.9,-9.0,9.8,9.8,4.0,,0.0,0,1,0,1959-09-01,Wielkopolskie
1952,252200120,LEGIONOWO,1959,9,23.4,18.0,1.5,6.9,12.1,,10.4,2.7,24.0,,0.0,0,9,0,1959-09-01,Mazowieckie
2133,252210050,PU£TUSK,1959,10,19.7,13.3,-4.6,1.2,6.9,-9.7,11.8,7.1,22.0,,0.0,0,6,0,1959-10-01,Mazowieckie
1832,252180080,KO£UDA WIELKA,1959,10,20.7,14.6,-3.9,2.3,7.9,,7.5,4.0,22.0,,0.0,0,5,0,1959-10-01,Kujawsko-Pomorskie
2313,252220030,SZEPIETOWO,1959,10,18.0,11.4,-5.0,1.0,6.5,-10.5,13.0,7.2,22.0,,0.0,0,9,0,1959-10-01,Podlaskie
513,249220040,DYNÓW,1959,10,19.8,13.1,-8.9,0.3,7.5,,17.6,5.4,30.0,,1.0,1,6,2,1959-10-01,Podkarpackie
3497,254200080,LIDZBARK WARMIÑSKI,1959,10,18.0,12.3,-4.6,2.5,7.2,,33.1,17.2,22.0,,0.0,0,7,1,1959-10-01,Warmińsko-Mazurskie
1953,252200120,LEGIONOWO,1959,10,19.6,13.3,-4.1,2.2,7.6,,8.9,3.3,22.0,,0.0,0,4,2,1959-10-01,Mazowieckie
1412,251200030,SKIERNIEWICE,1959,10,20.4,13.7,-4.9,2.0,7.6,-12.3,6.8,3.0,22.0,,0.0,0,6,0,1959-10-01,Łódzkie
1352,251190050,PUCZNIEW,1959,10,21.1,14.6,-5.6,0.8,7.3,,8.1,6.3,22.0,,0.0,0,4,0,1959-10-01,Łódzkie
1652,252160230,WIELICHOWO,1959,10,20.6,15.0,-4.8,1.0,7.9,-11.6,15.7,5.8,23.0,,0.0,0,8,0,1959-10-01,Wielkopolskie
992,250190390,KRAKÓW-OBSERWATORIUM,1959,10,23.6,14.7,-3.6,2.2,7.7,-9.8,9.0,4.0,23.0,,0.0,0,4,0,1959-10-01,Małopolskie
2013,252200150,WARSZAWA-BIELANY,1959,10,19.5,13.2,-4.0,3.1,8.2,,8.0,3.5,22.0,,0.0,0,6,0,1959-10-01,Mazowieckie
1472,251210120,PU£AWY,1959,10,20.3,13.7,-4.0,2.0,7.4,-9.3,7.9,5.2,22.0,,0.0,0,6,1,1959-10-01,Lubelskie
2314,252220030,SZEPIETOWO,1959,11,8.7,3.4,-6.9,-0.4,1.6,-11.1,14.3,5.5,19.0,,1.0,1,7,1,1959-11-01,Podlaskie
1353,251190050,PUCZNIEW,1959,11,12.6,6.1,-8.6,-1.4,2.3,,9.4,3.6,16.0,,5.0,2,7,2,1959-11-01,Łódzkie
2134,252210050,PU£TUSK,1959,11,11.0,4.5,-8.1,-0.2,2.1,-11.8,16.2,8.5,19.0,,1.0,1,6,2,1959-11-01,Mazowieckie
514,249220040,DYNÓW,1959,11,11.4,6.9,-7.2,-0.1,3.7,,38.3,12.1,6.0,,0.0,0,12,1,1959-11-01,Podkarpackie
3498,254200080,LIDZBARK WARMIÑSKI,1959,11,9.8,4.5,-6.3,0.0,2.3,,13.9,7.7,29.0,,0.0,0,5,0,1959-11-01,Warmińsko-Mazurskie
2014,252200150,WARSZAWA-BIELANY,1959,11,10.4,4.7,-5.7,0.1,2.2,,14.4,3.4,18.0,,6.0,2,8,2,1959-11-01,Mazowieckie
1653,252160230,WIELICHOWO,1959,11,13.8,5.6,-9.7,-1.2,2.2,-13.5,15.3,7.0,16.0,,0.0,0,7,2,1959-11-01,Wielkopolskie
993,250190390,KRAKÓW-OBSERWATORIUM,1959,11,14.1,6.2,-5.8,-0.2,2.6,-6.9,34.3,11.6,8.0,,0.0,0,11,0,1959-11-01,Małopolskie
1954,252200120,LEGIONOWO,1959,11,10.1,4.6,-5.7,-0.2,2.1,,13.8,4.6,19.0,,7.0,2,6,1,1959-11-01,Mazowieckie
1473,251210120,PU£AWY,1959,11,10.6,5.4,-8.0,-0.2,2.6,-11.4,15.9,4.8,8.0,,2.0,2,9,1,1959-11-01,Lubelskie
1833,252180080,KO£UDA WIELKA,1959,11,10.8,5.1,-5.4,-1.2,1.8,-13.7,15.3,4.0,16.0,18.0,6.0,1,3,2,1959-11-01,Kujawsko-Pomorskie
1413,251200030,SKIERNIEWICE,1959,11,9.6,4.8,-7.6,-0.4,2.2,-11.9,10.6,4.0,18.0,,2.0,1,6,1,1959-11-01,Łódzkie
1354,251190050,PUCZNIEW,1959,12,7.9,2.2,-13.1,-2.5,0.1,,61.1,12.2,25.0,,10.0,18,9,10,1959-12-01,Łódzkie
2315,252220030,SZEPIETOWO,1959,12,5.4,-1.3,-18.9,-4.8,-2.9,-19.7,42.9,8.0,2.0,,19.0,18,6,9,1959-12-01,Podlaskie
515,249220040,DYNÓW,1959,12,13.5,2.6,-13.0,-2.5,0.3,,58.9,34.2,31.0,,30.0,17,8,6,1959-12-01,Podkarpackie
2135,252210050,PU£TUSK,1959,12,5.8,0.0,-16.2,-3.7,-1.7,-15.7,90.1,24.7,4.0,,22.0,24,7,11,1959-12-01,Mazowieckie
1414,251200030,SKIERNIEWICE,1959,12,8.0,1.4,-14.7,-3.0,-0.7,,57.2,18.2,4.0,,18.0,19,6,10,1959-12-01,Łódzkie
994,250190390,KRAKÓW-OBSERWATORIUM,1959,12,13.5,3.6,-11.9,-2.3,0.7,-12.2,61.4,17.5,13.0,,20.0,18,11,8,1959-12-01,Małopolskie
1955,252200120,LEGIONOWO,1959,12,7.1,0.5,-16.0,-3.5,-1.5,,62.5,20.4,4.0,,10.0,21,4,11,1959-12-01,Mazowieckie
1654,252160230,WIELICHOWO,1959,12,9.3,2.8,-11.7,-2.2,0.6,-10.9,65.0,18.3,21.0,,5.0,13,8,6,1959-12-01,Wielkopolskie
3499,254200080,LIDZBARK WARMIÑSKI,1959,12,5.1,-1.0,-17.9,-4.3,-2.6,-17.7,67.8,16.9,11.0,,28.0,19,6,7,1959-12-01,Warmińsko-Mazurskie
1474,251210120,PU£AWY,1959,12,10.0,0.7,-14.1,-3.5,-1.2,-13.4,74.6,12.6,28.0,,16.0,24,8,14,1959-12-01,Lubelskie
2015,252200150,WARSZAWA-BIELANY,1959,12,7.3,0.6,-15.7,-3.1,-1.3,,71.6,19.5,4.0,,21.0,22,6,12,1959-12-01,Mazowieckie
1834,252180080,KO£UDA WIELKA,1959,12,7.8,1.5,-14.4,-2.9,-0.7,-10.9,61.9,7.5,24.0,,20.0,17,7,11,1959-12-01,Kujawsko-Pomorskie
2136,252210050,PU£TUSK,1960,1,3.3,-0.8,-16.6,-5.9,-3.4,-17.8,45.8,12.6,13.0,,21.0,29,0,18,1960-01-01,Mazowieckie
1415,251200030,SKIERNIEWICE,1960,1,4.8,-0.4,-16.8,-5.7,-2.7,-23.6,25.7,6.1,28.0,,14.0,23,5,12,1960-01-01,Łódzkie
1655,252160230,WIELICHOWO,1960,1,8.2,1.1,-19.3,-5.0,-1.6,-22.2,31.5,6.9,5.0,,8.0,17,7,10,1960-01-01,Wielkopolskie
1355,251190050,PUCZNIEW,1960,1,5.8,0.1,-16.6,-6.0,-2.5,,36.4,8.8,5.0,,21.0,22,7,12,1960-01-01,Łódzkie
2016,252200150,WARSZAWA-BIELANY,1960,1,3.8,-0.8,-15.8,-5.1,-2.5,-17.2,36.4,5.2,5.0,,13.0,25,2,17,1960-01-01,Mazowieckie
3500,254200080,LIDZBARK WARMIÑSKI,1960,1,3.2,-1.5,-22.8,-6.5,-4.0,-21.3,40.0,12.8,13.0,,27.0,21,2,12,1960-01-01,Warmińsko-Mazurskie
1475,251210120,PU£AWY,1960,1,4.8,-0.9,-15.7,-6.3,-3.4,-21.4,33.2,6.2,12.0,,19.0,29,2,19,1960-01-01,Lubelskie
