,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
969,250190390,KRAKÓW-OBSERWATORIUM,1957,11,17.1,7.5,-8.4,1.4,4.4,,25.5,7.5,28.0,,0.0,0,11,2,1957-11-01,Małopolskie
1930,252200120,LEGIONOWO,1957,11,16.4,7.6,-8.3,1.7,4.3,,9.9,5.8,28.0,,0.0,0,7,1,1957-11-01,Mazowieckie
490,249220040,DYNÓW,1957,11,17.0,7.4,-10.5,0.0,3.6,,25.8,13.6,28.0,,0.0,0,9,2,1957-11-01,Podkarpackie
2110,252210050,PU£TUSK,1957,11,16.2,7.5,-8.0,1.7,4.6,,10.2,5.9,28.0,,0.0,0,6,3,1957-11-01,Mazowieckie
1990,252200150,WARSZAWA-BIELANY,1957,11,16.4,7.5,-7.9,2.3,4.5,,19.0,10.4,28.0,,0.0,0,6,2,1957-11-01,Mazowieckie
1449,251210120,PU£AWY,1957,11,17.0,7.3,-8.7,1.5,4.0,-10.3,18.2,11.4,28.0,,0.0,0,6,1,1957-11-01,Lubelskie
1809,252180080,KO£UDA WIELKA,1957,11,16.2,7.7,-7.4,1.3,4.4,-9.8,8.7,4.5,24.0,,0.0,0,6,0,1957-11-01,Kujawsko-Pomorskie
1629,252160230,WIELICHOWO,1957,11,15.9,7.3,-7.2,1.3,4.3,-11.4,9.2,2.9,28.0,,0.0,0,9,1,1957-11-01,Wielkopolskie
1329,251190050,PUCZNIEW,1957,11,17.2,7.7,-8.0,1.6,4.5,,19.7,5.2,2.0,,0.0,0,6,1,1957-11-01,Łódzkie
3474,254200080,LIDZBARK WARMIÑSKI,1957,11,14.6,7.0,-7.6,2.2,4.2,-8.4,23.9,11.2,28.0,,0.0,0,5,0,1957-11-01,Warmińsko-Mazurskie
2290,252220030,SZEPIETOWO,1957,11,14.5,6.0,-9.4,0.8,3.7,-10.6,16.7,7.9,28.0,,1.0,1,6,3,1957-11-01,Podlaskie
1389,251200030,SKIERNIEWICE,1957,11,16.5,7.2,-8.1,1.6,4.3,-11.6,7.5,2.5,28.0,,0.0,0,6,0,1957-11-01,Łódzkie
1991,252200150,WARSZAWA-BIELANY,1957,12,7.7,1.2,-14.7,-3.6,-1.2,,37.4,13.9,14.0,,7.0,13,0,11,1957-12-01,Mazowieckie
1630,252160230,WIELICHOWO,1957,12,10.3,1.5,-19.6,-4.1,-1.0,-27.1,32.0,9.6,14.0,,10.0,6,8,6,1957-12-01,Wielkopolskie
2111,252210050,PU£TUSK,1957,12,6.5,0.6,-15.6,-4.6,-1.3,,29.4,9.4,8.0,,2.0,8,4,9,1957-12-01,Mazowieckie
1931,252200120,LEGIONOWO,1957,12,6.8,0.8,-15.7,-4.1,-1.4,,25.1,7.1,8.0,,4.0,10,4,7,1957-12-01,Mazowieckie
2291,252220030,SZEPIETOWO,1957,12,9.1,0.0,-12.4,-5.1,-2.3,-16.1,23.6,9.7,8.0,,2.0,7,6,6,1957-12-01,Podlaskie
3475,254200080,LIDZBARK WARMIÑSKI,1957,12,6.6,1.2,-12.7,-3.8,-1.5,-13.8,21.7,7.6,8.0,,0.0,0,9,4,1957-12-01,Warmińsko-Mazurskie
1810,252180080,KO£UDA WIELKA,1957,12,,,-16.4,-4.0,-1.1,-14.4,26.7,6.0,8.0,14.0,10.0,2,10,3,1957-12-01,Kujawsko-Pomorskie
1330,251190050,PUCZNIEW,1957,12,7.8,1.6,-18.6,-4.6,-1.1,,32.7,7.6,14.0,,7.0,10,8,10,1957-12-01,Łódzkie
491,249220040,DYNÓW,1957,12,13.3,1.7,-11.0,-4.0,-0.6,,17.7,4.2,5.0,,5.0,2,3,7,1957-12-01,Podkarpackie
1390,251200030,SKIERNIEWICE,1957,12,6.7,0.8,-21.6,-4.6,-1.3,-30.2,32.6,12.4,14.0,,7.0,12,5,8,1957-12-01,Łódzkie
1450,251210120,PU£AWY,1957,12,8.6,0.7,-16.2,-5.1,-2.0,-24.6,35.1,11.9,14.0,,5.0,17,3,10,1957-12-01,Lubelskie
970,250190390,KRAKÓW-OBSERWATORIUM,1957,12,9.5,1.8,-9.7,-3.3,-0.4,,25.1,6.5,14.0,,2.0,3,3,6,1957-12-01,Małopolskie
1811,252180080,KO£UDA WIELKA,1958,1,,,-15.4,-5.3,-2.1,-14.8,12.1,2.4,10.0,,5.0,3,0,9,1958-01-01,Kujawsko-Pomorskie
1451,251210120,PU£AWY,1958,1,5.8,-0.4,-15.0,-5.7,-2.8,-18.8,35.9,10.5,1.0,,15.0,30,4,14,1958-01-01,Lubelskie
971,250190390,KRAKÓW-OBSERWATORIUM,1958,1,7.0,1.0,-22.2,-6.2,-2.4,-24.5,42.9,7.2,20.0,,12.0,28,4,14,1958-01-01,Małopolskie
1932,252200120,LEGIONOWO,1958,1,4.6,-0.3,-17.6,-5.7,-2.8,,20.5,6.3,7.0,,9.0,26,3,12,1958-01-01,Mazowieckie
1391,251200030,SKIERNIEWICE,1958,1,4.4,-0.2,-16.3,-5.6,-2.4,,13.5,2.1,6.0,,6.0,19,4,9,1958-01-01,Łódzkie
2292,252220030,SZEPIETOWO,1958,1,3.8,-1.2,-17.4,-7.3,-4.0,-19.2,21.1,5.9,7.0,,11.0,30,3,10,1958-01-01,Podlaskie
1331,251190050,PUCZNIEW,1958,1,4.9,0.6,-15.1,-6.0,-2.4,,17.5,4.6,5.0,,9.0,21,3,12,1958-01-01,Łódzkie
3476,254200080,LIDZBARK WARMIÑSKI,1958,1,3.8,-0.8,-15.3,-6.0,-3.4,-15.8,20.0,2.9,1.0,,23.0,22,3,10,1958-01-01,Warmińsko-Mazurskie
1992,252200150,WARSZAWA-BIELANY,1958,1,5.3,-0.1,-15.6,-5.1,-2.5,,25.3,5.5,6.0,,10.0,25,3,15,1958-01-01,Mazowieckie
492,249220040,DYNÓW,1958,1,7.5,-0.1,-19.3,-6.8,-2.5,,34.4,10.4,21.0,,30.0,31,2,14,1958-01-01,Podkarpackie
2112,252210050,PU£TUSK,1958,1,4.3,-0.1,-17.6,-6.6,-2.8,,27.8,14.1,7.0,,9.0,29,1,9,1958-01-01,Mazowieckie
1631,252160230,WIELICHOWO,1958,1,5.2,1.7,-16.1,-5.3,-1.5,-18.4,20.6,3.6,7.0,10.0,6.0,8,7,5,1958-01-01,Wielkopolskie
3477,254200080,LIDZBARK WARMIÑSKI,1958,2,,,-20.7,-6.2,-2.5,,53.9,9.4,15.0,,15.0,17,7,15,1958-02-01,Warmińsko-Mazurskie
1812,252180080,KO£UDA WIELKA,1958,2,,,-14.2,-4.2,-0.7,-14.4,48.5,10.5,15.0,,12.0,9,5,9,1958-02-01,Kujawsko-Pomorskie
2293,252220030,SZEPIETOWO,1958,2,6.8,0.6,-17.9,-5.5,-2.0,-22.6,53.7,14.6,16.0,,11.0,21,7,11,1958-02-01,Podlaskie
1933,252200120,LEGIONOWO,1958,2,10.6,3.1,-17.5,-4.0,-0.3,,41.0,8.6,27.0,,10.0,16,5,12,1958-02-01,Mazowieckie
2113,252210050,PU£TUSK,1958,2,9.2,2.5,-19.5,-5.1,-0.8,,65.0,10.0,4.0,,12.0,22,4,17,1958-02-01,Mazowieckie
1332,251190050,PUCZNIEW,1958,2,12.8,4.0,-14.6,-4.7,0.1,,45.2,8.5,15.0,,14.0,14,6,14,1958-02-01,Łódzkie
1392,251200030,SKIERNIEWICE,1958,2,11.0,3.5,-16.5,-3.7,0.1,-27.5,35.7,8.0,27.0,,13.0,12,6,11,1958-02-01,Łódzkie
1993,252200150,WARSZAWA-BIELANY,1958,2,10.7,3.3,-12.9,-3.3,-0.1,,57.6,8.3,16.0,,10.0,17,5,13,1958-02-01,Mazowieckie
1632,252160230,WIELICHOWO,1958,2,14.3,4.6,-11.2,-3.6,0.9,-19.1,40.9,7.9,15.0,,6.0,8,8,13,1958-02-01,Wielkopolskie
1452,251210120,PU£AWY,1958,2,11.4,3.8,-11.5,-3.3,0.3,-17.2,35.7,10.3,5.0,,10.0,14,6,12,1958-02-01,Lubelskie
972,250190390,KRAKÓW-OBSERWATORIUM,1958,2,15.8,5.8,-7.2,-1.5,2.0,-10.9,46.5,13.2,16.0,,11.0,13,8,12,1958-02-01,Małopolskie
493,249220040,DYNÓW,1958,2,12.5,4.2,-15.5,-2.9,1.3,,22.6,6.6,28.0,,21.0,14,4,11,1958-02-01,Podkarpackie
2114,252210050,PU£TUSK,1958,3,7.1,0.6,-15.0,-6.7,-2.7,,48.8,14.3,2.0,,35.0,31,1,17,1958-03-01,Mazowieckie
1934,252200120,LEGIONOWO,1958,3,4.7,0.1,-14.7,-6.4,-2.9,,34.3,15.0,2.0,,35.0,31,2,13,1958-03-01,Mazowieckie
1633,252160230,WIELICHOWO,1958,3,7.5,1.8,-13.8,-4.1,-0.9,-19.3,34.9,13.0,1.0,,20.0,12,3,9,1958-03-01,Wielkopolskie
2294,252220030,SZEPIETOWO,1958,3,3.6,-0.8,-16.1,-7.6,-3.8,-20.1,54.8,13.6,2.0,,30.0,30,2,15,1958-03-01,Podlaskie
1813,252180080,KO£UDA WIELKA,1958,3,,,-10.9,-3.9,-1.2,-10.8,26.3,6.0,2.0,,15.0,14,1,12,1958-03-01,Kujawsko-Pomorskie
3478,254200080,LIDZBARK WARMIÑSKI,1958,3,,,-17.1,-7.9,-3.4,,34.7,18.4,5.0,,16.0,31,1,12,1958-03-01,Warmińsko-Mazurskie
1393,251200030,SKIERNIEWICE,1958,3,5.0,-0.1,-14.9,-6.7,-2.9,-19.8,34.0,16.1,2.0,,29.0,28,1,15,1958-03-01,Łódzkie
494,249220040,DYNÓW,1958,3,10.7,1.8,-17.5,-6.0,-1.7,,37.3,5.5,3.0,,35.0,25,3,14,1958-03-01,Podkarpackie
1453,251210120,PU£AWY,1958,3,7.4,0.3,-17.0,-6.7,-3.0,-24.5,53.2,9.0,2.0,,25.0,30,0,15,1958-03-01,Lubelskie
1333,251190050,PUCZNIEW,1958,3,7.2,0.5,-13.1,-6.5,-2.7,,41.8,13.4,2.0,,25.0,28,2,19,1958-03-01,Łódzkie
973,250190390,KRAKÓW-OBSERWATORIUM,1958,3,6.9,1.1,-11.1,-4.6,-1.7,-18.4,72.9,11.1,6.0,,32.0,29,2,20,1958-03-01,Małopolskie
1994,252200150,WARSZAWA-BIELANY,1958,3,5.8,0.5,-13.5,-5.7,-2.7,,47.6,22.3,2.0,,26.0,30,1,17,1958-03-01,Mazowieckie
2115,252210050,PU£TUSK,1958,4,16.5,8.0,-5.9,0.7,4.3,,35.2,11.1,17.0,,10.0,7,11,1,1958-04-01,Mazowieckie
1334,251190050,PUCZNIEW,1958,4,16.6,7.9,-4.3,0.7,4.5,,39.7,10.5,5.0,,0.0,0,11,5,1958-04-01,Łódzkie
1634,252160230,WIELICHOWO,1958,4,17.1,8.9,-4.2,1.1,4.8,-11.2,31.5,13.8,21.0,,0.0,0,11,5,1958-04-01,Wielkopolskie
974,250190390,KRAKÓW-OBSERWATORIUM,1958,4,17.4,9.6,-3.4,2.1,5.6,-5.2,41.5,20.8,17.0,,2.0,1,10,2,1958-04-01,Małopolskie
1935,252200120,LEGIONOWO,1958,4,15.8,7.9,-4.0,0.9,4.3,,34.9,13.1,17.0,,9.0,5,11,2,1958-04-01,Mazowieckie
1394,251200030,SKIERNIEWICE,1958,4,15.3,7.5,-3.8,1.0,4.5,-9.0,34.3,12.2,17.0,,1.0,2,9,1,1958-04-01,Łódzkie
2295,252220030,SZEPIETOWO,1958,4,14.1,6.2,-5.8,0.2,3.5,-12.4,41.6,22.3,1.0,,28.0,11,9,2,1958-04-01,Podlaskie
1814,252180080,KO£UDA WIELKA,1958,4,,,-3.4,1.2,4.9,-6.8,13.1,3.5,12.0,,0.0,0,8,1,1958-04-01,Kujawsko-Pomorskie
495,249220040,DYNÓW,1958,4,17.2,8.4,-5.4,0.5,4.6,,41.9,8.0,21.0,,10.0,3,14,3,1958-04-01,Podkarpackie
1995,252200150,WARSZAWA-BIELANY,1958,4,16.3,8.0,-3.6,1.4,4.4,,41.8,15.6,17.0,,6.0,3,10,2,1958-04-01,Mazowieckie
1454,251210120,PU£AWY,1958,4,17.1,8.0,-4.5,1.4,4.7,-6.4,52.6,8.8,18.0,,19.0,6,9,5,1958-04-01,Lubelskie
3479,254200080,LIDZBARK WARMIÑSKI,1958,4,15.0,7.2,-6.6,-0.8,3.4,,48.8,12.2,2.0,11.0,12.0,9,7,5,1958-04-01,Warmińsko-Mazurskie
1455,251210120,PU£AWY,1958,5,32.0,21.1,1.6,10.0,15.7,-3.0,34.1,15.9,11.0,,0.0,0,13,0,1958-05-01,Lubelskie
496,249220040,DYNÓW,1958,5,29.3,21.4,1.1,8.7,15.6,,46.0,9.5,17.0,,0.0,0,13,0,1958-05-01,Podkarpackie
3480,254200080,LIDZBARK WARMIÑSKI,1958,5,30.2,18.9,-0.1,7.1,13.2,,158.3,44.6,16.0,,0.0,0,17,0,1958-05-01,Warmińsko-Mazurskie
1936,252200120,LEGIONOWO,1958,5,32.7,20.6,1.6,9.8,15.3,,45.0,12.0,16.0,,0.0,0,11,0,1958-05-01,Mazowieckie
2296,252220030,SZEPIETOWO,1958,5,30.3,18.4,1.7,8.4,14.2,-0.9,76.6,37.7,31.0,,0.0,0,16,0,1958-05-01,Podlaskie
975,250190390,KRAKÓW-OBSERWATORIUM,1958,5,32.6,22.9,2.8,10.6,16.9,0.2,38.1,16.2,31.0,,0.0,0,11,0,1958-05-01,Małopolskie
1395,251200030,SKIERNIEWICE,1958,5,31.3,20.0,2.4,9.6,14.9,-2.7,33.5,23.1,22.0,,0.0,0,9,0,1958-05-01,Łódzkie
1635,252160230,WIELICHOWO,1958,5,28.1,19.4,-0.9,8.8,14.1,-6.5,58.6,13.6,21.0,,0.0,0,15,0,1958-05-01,Wielkopolskie
1996,252200150,WARSZAWA-BIELANY,1958,5,32.2,21.1,1.9,10.5,15.4,,54.1,14.3,16.0,,0.0,0,14,0,1958-05-01,Mazowieckie
2116,252210050,PU£TUSK,1958,5,32.3,20.6,2.6,9.6,15.3,,73.2,23.5,28.0,,0.0,0,14,0,1958-05-01,Mazowieckie
1335,251190050,PUCZNIEW,1958,5,29.5,20.1,0.6,8.8,14.6,,83.4,23.8,28.0,,0.0,0,16,0,1958-05-01,Łódzkie
1815,252180080,KO£UDA WIELKA,1958,5,,,-0.4,8.9,14.6,-3.2,59.5,14.6,15.0,,0.0,0,11,0,1958-05-01,Kujawsko-Pomorskie
1816,252180080,KO£UDA WIELKA,1958,6,28.6,20.4,0.8,9.1,15.3,,74.3,16.0,25.0,,0.0,0,13,0,1958-06-01,Kujawsko-Pomorskie
976,250190390,KRAKÓW-OBSERWATORIUM,1958,6,25.8,20.7,3.0,10.7,15.9,0.3,130.1,26.5,28.0,,0.0,0,18,0,1958-06-01,Małopolskie
2117,252210050,PU£TUSK,1958,6,25.5,20.4,2.6,10.6,15.9,,65.6,13.8,28.0,,0.0,0,13,0,1958-06-01,Mazowieckie
1336,251190050,PUCZNIEW,1958,6,26.6,19.7,-1.2,8.4,14.7,,63.3,11.8,25.0,,0.0,0,14,0,1958-06-01,Łódzkie
2297,252220030,SZEPIETOWO,1958,6,22.2,17.9,2.2,9.6,14.9,0.0,103.9,28.6,25.0,,0.0,0,11,0,1958-06-01,Podlaskie
497,249220040,DYNÓW,1958,6,24.4,20.2,-0.6,8.5,14.9,,77.9,26.3,28.0,,0.0,0,14,0,1958-06-01,Podkarpackie
1636,252160230,WIELICHOWO,1958,6,26.9,20.1,1.6,9.2,15.0,-3.3,119.8,41.6,28.0,,0.0,0,11,0,1958-06-01,Wielkopolskie
1396,251200030,SKIERNIEWICE,1958,6,25.5,19.6,0.5,9.8,15.1,-5.4,31.4,6.8,23.0,28.0,0.0,0,12,0,1958-06-01,Łódzkie
1997,252200150,WARSZAWA-BIELANY,1958,6,25.1,20.5,3.3,11.4,15.9,,48.2,13.6,28.0,,0.0,0,11,0,1958-06-01,Mazowieckie
1937,252200120,LEGIONOWO,1958,6,26.4,20.4,3.1,10.7,15.7,,56.8,16.0,28.0,,0.0,0,14,0,1958-06-01,Mazowieckie
3481,254200080,LIDZBARK WARMIÑSKI,1958,6,25.7,19.3,3.3,9.5,14.3,,101.5,21.6,29.0,,0.0,0,12,0,1958-06-01,Warmińsko-Mazurskie
1456,251210120,PU£AWY,1958,6,25.2,21.0,1.8,10.4,16.0,-4.0,57.3,22.5,30.0,,0.0,0,13,0,1958-06-01,Lubelskie
1337,251190050,PUCZNIEW,1958,7,31.6,23.8,6.5,12.2,18.0,,78.2,20.1,22.0,,0.0,0,17,0,1958-07-01,Łódzkie
1397,251200030,SKIERNIEWICE,1958,7,32.9,24.1,7.6,12.9,18.4,1.6,36.0,6.4,23.0,,0.0,0,14,0,1958-07-01,Łódzkie
2118,252210050,PU£TUSK,1958,7,32.1,24.4,7.7,13.0,19.0,,34.6,7.3,4.0,,0.0,0,15,0,1958-07-01,Mazowieckie
1998,252200150,WARSZAWA-BIELANY,1958,7,32.6,24.9,9.5,14.1,19.3,,29.1,12.3,23.0,,0.0,0,10,0,1958-07-01,Mazowieckie
498,249220040,DYNÓW,1958,7,31.0,24.1,6.2,12.3,18.3,,120.3,36.7,24.0,,0.0,0,16,0,1958-07-01,Podkarpackie
1817,252180080,KO£UDA WIELKA,1958,7,31.6,24.3,7.6,13.1,18.8,,52.3,11.0,27.0,,0.0,0,14,0,1958-07-01,Kujawsko-Pomorskie
1457,251210120,PU£AWY,1958,7,33.2,24.1,7.3,13.4,18.9,3.0,60.7,22.5,23.0,,0.0,0,16,0,1958-07-01,Lubelskie
1938,252200120,LEGIONOWO,1958,7,33.3,24.5,8.8,13.5,19.1,,34.8,11.4,23.0,,0.0,0,14,0,1958-07-01,Mazowieckie
3482,254200080,LIDZBARK WARMIÑSKI,1958,7,27.5,22.2,6.8,12.3,16.9,,115.7,24.3,1.0,,0.0,0,17,0,1958-07-01,Warmińsko-Mazurskie
977,250190390,KRAKÓW-OBSERWATORIUM,1958,7,31.8,24.9,9.1,14.2,19.4,5.8,54.8,17.1,23.0,,0.0,0,11,0,1958-07-01,Małopolskie
1637,252160230,WIELICHOWO,1958,7,32.3,24.0,5.5,13.0,18.3,,58.7,16.3,5.0,,0.0,0,14,0,1958-07-01,Wielkopolskie
2298,252220030,SZEPIETOWO,1958,7,31.5,22.0,7.8,12.4,17.7,3.7,61.5,35.8,23.0,,0.0,0,13,0,1958-07-01,Podlaskie
1818,252180080,KO£UDA WIELKA,1958,8,26.4,23.3,6.1,11.7,17.6,2.6,66.8,44.0,22.0,,0.0,0,9,0,1958-08-01,Kujawsko-Pomorskie
499,249220040,DYNÓW,1958,8,30.1,22.4,4.6,11.9,17.1,,95.6,16.6,20.0,,0.0,0,20,0,1958-08-01,Podkarpackie
1458,251210120,PU£AWY,1958,8,28.6,22.9,8.0,13.1,17.7,3.4,137.5,26.2,13.0,,0.0,0,18,0,1958-08-01,Lubelskie
1939,252200120,LEGIONOWO,1958,8,27.0,22.5,8.1,12.7,17.5,,43.5,13.8,7.0,,0.0,0,14,0,1958-08-01,Mazowieckie
1638,252160230,WIELICHOWO,1958,8,27.2,22.6,5.1,10.6,16.7,,29.8,6.0,22.0,,0.0,0,13,0,1958-08-01,Wielkopolskie
978,250190390,KRAKÓW-OBSERWATORIUM,1958,8,31.1,23.5,8.8,13.7,18.0,6.0,110.6,38.5,8.0,,0.0,0,19,0,1958-08-01,Małopolskie
1338,251190050,PUCZNIEW,1958,8,26.2,22.4,6.5,11.2,16.8,,119.3,54.2,7.0,,0.0,0,15,0,1958-08-01,Łódzkie
2299,252220030,SZEPIETOWO,1958,8,25.5,20.3,7.6,11.5,16.5,4.0,57.9,13.1,3.0,,0.0,0,11,0,1958-08-01,Podlaskie
1398,251200030,SKIERNIEWICE,1958,8,27.4,22.5,7.7,12.3,17.3,4.0,49.0,21.3,2.0,,0.0,0,12,0,1958-08-01,Łódzkie
1999,252200150,WARSZAWA-BIELANY,1958,8,27.6,23.0,9.7,13.4,17.8,,61.8,19.3,2.0,,0.0,0,13,0,1958-08-01,Mazowieckie
3483,254200080,LIDZBARK WARMIÑSKI,1958,8,25.8,20.9,7.0,11.6,16.2,,59.2,16.1,16.0,,0.0,0,12,0,1958-08-01,Warmińsko-Mazurskie
2119,252210050,PU£TUSK,1958,8,28.0,22.6,7.6,12.2,17.3,,51.8,17.6,7.0,,0.0,0,11,0,1958-08-01,Mazowieckie
3484,254200080,LIDZBARK WARMIÑSKI,1958,9,24.8,17.6,2.3,8.5,12.6,,64.1,14.6,8.0,,0.0,0,14,0,1958-09-01,Warmińsko-Mazurskie
2000,252200150,WARSZAWA-BIELANY,1958,9,29.7,18.6,3.4,9.2,13.6,,31.5,9.7,16.0,,0.0,0,12,0,1958-09-01,Mazowieckie
1399,251200030,SKIERNIEWICE,1958,9,29.1,18.6,1.9,8.3,13.1,-3.6,38.4,10.8,25.0,,0.0,0,11,0,1958-09-01,Łódzkie
1459,251210120,PU£AWY,1958,9,27.2,18.2,1.4,8.2,12.8,,16.2,3.5,27.0,,0.0,0,12,0,1958-09-01,Lubelskie
2300,252220030,SZEPIETOWO,1958,9,26.5,16.6,1.3,7.2,12.0,-1.5,32.1,13.3,19.0,,0.0,0,11,0,1958-09-01,Podlaskie
1339,251190050,PUCZNIEW,1958,9,27.2,18.7,1.1,7.4,12.7,,26.6,7.1,25.0,,0.0,0,12,0,1958-09-01,Łódzkie
1639,252160230,WIELICHOWO,1958,9,29.5,19.3,-0.6,8.2,13.5,-2.9,30.9,8.8,21.0,,0.0,0,12,0,1958-09-01,Wielkopolskie
500,249220040,DYNÓW,1958,9,24.9,17.8,0.4,7.2,12.4,,101.5,40.6,22.0,,0.0,0,16,0,1958-09-01,Podkarpackie
1940,252200120,LEGIONOWO,1958,9,29.1,18.6,1.4,8.4,13.2,,33.2,11.9,16.0,,0.0,0,12,0,1958-09-01,Mazowieckie
979,250190390,KRAKÓW-OBSERWATORIUM,1958,9,29.5,19.3,1.7,9.0,13.4,-1.7,65.7,17.9,22.0,,0.0,0,14,0,1958-09-01,Małopolskie
2120,252210050,PU£TUSK,1958,9,28.4,18.6,2.3,7.8,12.9,,36.0,11.5,16.0,,0.0,0,11,0,1958-09-01,Mazowieckie
1819,252180080,KO£UDA WIELKA,1958,9,28.8,19.2,3.0,8.9,13.7,-2.7,29.2,13.5,21.0,,0.0,0,11,0,1958-09-01,Kujawsko-Pomorskie
3485,254200080,LIDZBARK WARMIÑSKI,1958,10,21.3,13.3,-0.7,5.9,9.2,,55.6,17.1,15.0,,0.0,0,14,0,1958-10-01,Warmińsko-Mazurskie
2301,252220030,SZEPIETOWO,1958,10,21.3,12.4,-0.8,5.3,9.0,-5.0,55.6,18.0,13.0,,0.0,0,11,0,1958-10-01,Podlaskie
501,249220040,DYNÓW,1958,10,22.5,13.9,-1.4,5.4,9.6,,64.7,21.3,8.0,,0.0,0,13,0,1958-10-01,Podkarpackie
1820,252180080,KO£UDA WIELKA,1958,10,23.0,13.4,-0.9,6.3,10.0,-7.4,46.4,9.4,7.0,,0.0,0,13,0,1958-10-01,Kujawsko-Pomorskie
2001,252200150,WARSZAWA-BIELANY,1958,10,21.9,13.6,-1.3,7.1,10.0,,50.8,13.5,13.0,,0.0,0,16,0,1958-10-01,Mazowieckie
980,250190390,KRAKÓW-OBSERWATORIUM,1958,10,25.7,14.2,-2.2,6.4,10.0,-5.0,52.7,13.0,13.0,,0.0,0,17,0,1958-10-01,Małopolskie
1941,252200120,LEGIONOWO,1958,10,21.8,13.8,-2.4,6.2,9.8,,40.7,15.1,13.0,,0.0,0,14,0,1958-10-01,Mazowieckie
1400,251200030,SKIERNIEWICE,1958,10,21.7,13.5,-1.2,6.3,9.7,-6.9,58.2,18.5,13.0,,0.0,0,12,0,1958-10-01,Łódzkie
2121,252210050,PU£TUSK,1958,10,22.4,14.1,-0.5,5.9,10.0,,44.3,13.5,7.0,,0.0,0,14,0,1958-10-01,Mazowieckie
1340,251190050,PUCZNIEW,1958,10,22.5,13.4,-3.4,5.3,9.3,,42.2,5.8,15.0,,0.0,0,18,0,1958-10-01,Łódzkie
1640,252160230,WIELICHOWO,1958,10,22.9,14.0,-1.7,5.3,9.5,-6.8,40.6,8.5,14.0,,0.0,0,16,0,1958-10-01,Wielkopolskie
1460,251210120,PU£AWY,1958,10,22.6,13.6,-1.1,6.6,9.8,-5.7,46.0,22.2,13.0,,0.0,0,11,0,1958-10-01,Lubelskie
1461,251210120,PU£AWY,1958,11,12.8,5.6,-3.5,2.3,3.9,-6.5,33.0,9.1,10.0,,0.0,0,16,2,1958-11-01,Lubelskie
1821,252180080,KO£UDA WIELKA,1958,11,9.9,5.8,-4.1,2.2,4.0,-9.7,13.1,7.5,4.0,,0.0,0,9,1,1958-11-01,Kujawsko-Pomorskie
1641,252160230,WIELICHOWO,1958,11,10.4,6.2,-3.8,1.3,4.0,-8.2,6.8,1.9,11.0,,0.0,0,7,1,1958-11-01,Wielkopolskie
1942,252200120,LEGIONOWO,1958,11,11.6,5.7,-4.9,2.0,3.8,,23.7,8.1,10.0,,0.0,0,15,2,1958-11-01,Mazowieckie
502,249220040,DYNÓW,1958,11,14.2,6.6,-6.3,1.2,4.2,,42.6,14.0,9.0,,0.0,0,6,0,1958-11-01,Podkarpackie
2302,252220030,SZEPIETOWO,1958,11,9.8,4.6,-4.4,0.9,2.8,-6.6,31.8,9.9,10.0,,3.0,2,13,2,1958-11-01,Podlaskie
3486,254200080,LIDZBARK WARMIÑSKI,1958,11,11.1,5.6,-3.4,1.6,3.4,,30.1,13.4,10.0,,0.0,0,12,1,1958-11-01,Warmińsko-Mazurskie
2002,252200150,WARSZAWA-BIELANY,1958,11,11.4,5.6,-3.6,2.3,3.8,,22.9,7.8,10.0,,0.0,0,10,2,1958-11-01,Mazowieckie
2122,252210050,PU£TUSK,1958,11,11.8,6.0,-5.7,1.7,3.9,,20.2,8.6,10.0,,0.0,0,12,2,1958-11-01,Mazowieckie
1341,251190050,PUCZNIEW,1958,11,9.9,5.9,-4.2,1.2,3.7,,20.8,8.2,10.0,,0.0,0,9,1,1958-11-01,Łódzkie
1401,251200030,SKIERNIEWICE,1958,11,10.6,5.3,-3.3,1.8,3.8,-7.0,10.6,5.5,10.0,,0.0,0,12,2,1958-11-01,Łódzkie
981,250190390,KRAKÓW-OBSERWATORIUM,1958,11,13.7,6.5,-3.9,2.2,4.2,-9.1,35.8,8.0,15.0,,0.0,0,13,1,1958-11-01,Małopolskie
1342,251190050,PUCZNIEW,1958,12,13.6,4.3,-8.5,-1.6,1.5,,30.0,7.4,14.0,,2.0,11,7,10,1958-12-01,Łódzkie
2003,252200150,WARSZAWA-BIELANY,1958,12,12.2,3.4,-6.3,-0.6,1.3,,35.0,8.3,14.0,,7.0,6,9,10,1958-12-01,Mazowieckie
503,249220040,DYNÓW,1958,12,13.4,4.3,-10.6,-0.7,2.2,,68.9,20.7,25.0,,15.0,9,6,14,1958-12-01,Podkarpackie
3487,254200080,LIDZBARK WARMIÑSKI,1958,12,6.8,2.1,-13.6,-2.4,-0.2,,46.6,9.1,25.0,,13.0,13,6,6,1958-12-01,Warmińsko-Mazurskie
